address,lat,lon
"259 JEFFERSON AVE, Pocatello, ID 83201",42.8797881,-112.4417494
"556 RANDOLPH AVE, Pocatello, ID 83201",42.8851807,-112.442694
"189 WASHINGTON AVE, Pocatello, ID 83201",42.8784687,-112.4466637
"421 WARREN AVE, Pocatello, ID 83201",42.8828184,-112.4490938
"676 RANDOLPH AVE, Pocatello, ID 83201",42.8872998,-112.4426858
"364 E CEDAR ST, Pocatello, ID 83201",42.887859,-112.4479828
"417 E MAPLE ST, Pocatello, ID 83201",42.8804805,-112.4475483
"725 JEFFERSON AVE, Pocatello, ID 83201",42.888203,-112.4416968
"215 E CEDAR, Pocatello, ID 83201",42.8876866,-112.4495929
"215 E CEDAR ST #B, Pocatello, ID 83201",,
"POCATELLO AREA, Pocatello, ID 83201",,
"DUPLEX NEXT TO 635 JEFFERSON, Pocatello, ID 83201",,
"641 LINCOLN ST, Pocatello, ID 83201",,
"888 E PINE ST APT A3, Pocatello, ID 83201",,
"292 RANDOLPH AVE 1/2, Pocatello, ID 83201",,
"330 WAYNE AVE #1/2, Pocatello, ID 83201",,
"JEFFERSON AND POPLAR, Pocatello, ID 83201",,
"215 E CEDAR ST #C, Pocatello, ID 83201",,
"402 PARK AVE APT 1/2, Pocatello, ID 83201",,
"319 PARK AVE APT A, Pocatello, ID 83201",,
"888 E PINE ST APT B4, Pocatello, ID 83201",,
"888 E PINE ST APT A1, Pocatello, ID 83201",,
"249 Jefferson Ave Apt A, Pocatello, ID 83201",,
"249 Jefferson Ave Apt B, Pocatello, ID 83201",,
"249 JEFFERSON AVE APT A, Pocatello, ID 83201",,
"400 BLOCK OF JEFFERSON AVE, Pocatello, ID 83201",,
"330 WAYNE AVE APT 1/2, Pocatello, ID 83201",,
